player_id,season_id,appearances,game_started,total_sub_on,total_sub_off,mins_played,goals,goals_openplay,goal_assist,goal_assist_deadball,total_att_assist,big_chance_created,big_chance_missed,total_scoring_att,ontarget_scoring_att,total_pass,accurate_pass,total_final_third_passes,successful_final_third_passes,blocked_pass,total_long_balls,accurate_long_balls,total_cross,accurate_cross,corner_taken,final_third_entries,pen_area_entries,carries,progressive_carries,touches,touches_in_final_third,touches_in_opp_box,total_through_ball,total_tackle,won_tackle,times_tackled,duel_won,duel_lost,interception_won,challenge_lost,ball_recovery,dispossessed,outfielder_block,total_clearance,aerial_won,aerial_lost,fouls,was_fouled,yellow_card,second_yellow,red_card,total_offside,penalty_conceded,penalty_won,clean_sheet,total_keeper_sweeper,accurate_keeper_sweeper,poss_won_att_3rd,accurate_launches,accurate_keeper_throws,keeper_throws,total_high_claim,goal_kicks,accurate_goal_kicks,poss_won_def_3rd,poss_won_mid_3rd,penalty_faced,pen_goals_conceded,good_high_claim,goals_conceded,non_penalty_goals,penalties_missed,penalties_scored,saves,own_goals,defensive_contribution,xg,npxg,xa
3457,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
3512,777,22,14,8,9,1076,0,0,2,0,5,1,0,0,0,363,283,116,71,5,57,12,13,1,0,82,17,44,24,572,100,9,0,15,12,2,40,50,8,15,29,2,9,38,14,16,19,11,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,18,11,0,1,0,16,0,0,0,0,0,70,0.0,0.0,0.23
3600,777,5,1,4,1,20,0,0,0,0,1,0,0,0,0,18,18,5,5,0,1,1,3,2,0,2,3,3,2,26,6,0,0,0,0,0,2,1,0,1,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0.0,0.0,0.17
3712,777,32,22,10,12,1922,1,1,3,0,19,8,0,6,1,1158,902,346,203,9,190,71,49,17,3,237,87,207,89,1382,202,13,6,27,13,11,48,51,17,9,98,6,7,34,13,18,13,7,6,0,0,1,0,0,3,0,0,6,0,0,0,0,0,0,33,59,0,1,0,28,1,0,0,0,0,183,0.33,0.33,2.31
3756,777,15,11,4,11,906,3,2,0,0,5,0,4,23,9,160,111,61,41,0,3,2,1,0,0,19,4,12,4,241,91,37,1,1,1,3,34,53,1,5,14,2,4,9,26,39,6,6,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,2,8,0,1,0,14,3,0,0,0,0,29,4.29,4.29,0.32
3811,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
3881,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
3894,777,24,6,18,6,763,2,1,0,0,11,0,0,17,2,692,641,191,160,4,34,23,6,2,4,68,25,204,102,785,181,11,4,7,3,8,32,28,4,7,43,4,1,7,10,3,10,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,17,23,0,0,0,10,2,0,0,0,0,61,1.21,1.21,0.81
3905,777,21,18,3,7,1592,0,0,1,0,28,1,0,2,0,1061,861,396,279,16,124,49,100,34,48,209,153,135,86,1482,391,6,2,26,14,12,72,86,10,28,73,6,1,48,24,24,22,19,3,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,31,41,0,2,0,27,0,0,0,0,0,82,0.08,0.08,2.06
3909,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
3929,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
3955,777,36,35,1,3,3097,0,0,2,0,13,3,0,4,0,1441,1115,401,257,33,237,94,37,7,0,295,157,265,144,2232,448,10,3,56,33,28,138,123,45,19,155,14,10,102,47,45,32,22,9,0,0,1,0,0,4,0,0,5,0,0,0,0,0,0,97,53,0,6,0,66,0,0,0,0,0,212,0.15,0.15,1.29
4115,777,21,7,14,8,852,3,0,1,0,10,4,2,18,8,407,357,142,121,4,19,14,0,0,1,57,17,120,57,540,140,18,4,14,10,23,50,56,2,8,45,16,3,10,14,16,9,9,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,23,0,0,0,15,3,0,0,0,0,74,1.58,1.58,1.26
4135,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
4198,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
4229,777,11,11,0,8,791,0,0,0,0,3,1,0,3,0,298,240,63,40,3,36,15,7,2,0,37,13,54,25,427,54,7,0,16,8,3,45,38,7,10,28,3,6,37,21,10,16,6,4,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,16,8,0,2,0,15,0,0,0,0,0,66,0.09,0.09,0.19
4245,777,32,32,0,1,2835,0,0,1,0,2,2,0,0,0,1211,893,176,51,0,486,175,0,0,0,176,14,158,89,1539,0,0,1,0,0,0,28,1,0,0,272,0,0,27,16,1,0,17,2,0,0,0,0,0,7,20,19,0,0,123,124,48,105,62,42,2,1,0,43,39,0,0,0,95,0,0,0.0,0.0,0.08
4260,777,20,18,2,6,1631,2,2,6,0,38,5,4,26,8,573,482,298,238,11,32,18,39,10,2,58,43,326,178,932,476,105,6,21,15,64,106,104,12,10,87,30,6,11,4,19,13,58,3,1,1,0,0,0,5,0,0,16,0,0,0,0,0,0,32,39,0,2,0,23,2,0,0,0,0,135,2.05,2.05,3.37
4288,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
4291,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
4316,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
4331,777,12,12,0,0,1080,0,0,0,0,0,0,0,0,0,438,245,113,33,0,320,127,0,0,0,113,11,59,27,576,0,0,0,2,1,0,5,1,0,0,108,0,0,24,3,1,0,0,0,0,0,0,0,0,0,14,13,0,0,56,57,10,100,56,22,0,1,1,7,24,0,0,0,39,1,0,0.0,0.0,0.02
4333,777,33,29,4,1,2590,3,0,1,0,2,0,3,26,7,1102,942,155,81,13,128,61,1,0,0,99,9,188,98,1537,104,65,2,36,23,10,160,100,37,12,88,5,27,203,112,64,16,6,1,0,1,0,0,0,7,0,0,1,0,0,0,0,3,3,53,34,0,2,0,42,3,0,0,0,0,302,2.3,2.3,0.49
4408,777,3,2,1,2,138,1,0,0,0,1,0,0,2,2,65,56,16,13,0,8,5,3,2,0,10,6,14,5,105,30,3,0,5,4,1,9,6,1,0,5,1,1,8,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,3,1,0,0,0,0,14,0.49,0.49,0.07
4499,777,18,6,12,2,688,0,0,0,0,7,2,1,6,1,496,440,135,110,4,25,7,4,3,0,65,10,116,72,608,105,16,0,8,5,1,34,18,5,2,17,0,1,31,18,12,3,8,1,0,0,1,0,0,3,0,0,1,0,0,0,0,14,14,10,6,0,0,0,9,0,0,0,0,0,46,0.72,0.72,0.53
4505,777,9,5,4,3,439,0,0,0,0,1,0,0,0,0,302,282,41,34,3,13,7,4,0,0,25,7,78,34,351,29,2,0,1,1,1,14,6,3,3,19,1,6,21,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7,11,0,1,0,10,0,0,0,0,0,30,0.0,0.0,0.09
4511,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
4525,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
4604,777,10,7,3,6,596,0,0,1,0,3,2,0,3,0,184,147,55,40,5,12,3,16,2,0,12,14,42,22,302,100,12,0,16,9,4,23,19,5,5,17,1,2,26,2,6,4,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,9,0,0,0,12,0,0,0,0,0,50,0.43,0.43,0.6
4608,777,38,38,0,15,3231,1,1,1,0,16,1,0,10,3,1712,1486,379,309,21,119,59,53,9,11,174,73,359,211,2329,408,29,4,74,45,16,168,135,46,17,107,6,9,95,64,54,49,20,9,0,0,0,0,0,5,0,0,5,0,0,0,0,32,32,59,42,0,4,0,45,1,0,0,0,0,224,0.72,0.72,1.98
4617,777,18,12,6,6,1096,0,0,1,1,23,8,0,5,2,614,545,159,117,9,53,28,76,28,52,110,85,114,46,829,154,1,1,16,7,9,41,39,20,10,49,4,7,17,10,12,8,13,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,21,24,0,0,0,27,0,0,0,0,0,109,0.24,0.24,1.87
4640,777,38,38,0,0,3420,0,0,0,0,2,1,0,0,0,1439,886,434,149,0,911,362,0,0,0,434,53,260,117,1764,1,1,0,2,1,0,13,4,0,1,311,0,0,52,5,2,1,6,4,0,0,0,1,0,11,35,33,0,0,134,136,16,200,104,73,1,4,3,14,50,0,0,0,100,0,0,0.0,0.0,0.2
4713,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
4717,777,29,29,0,17,2434,4,4,3,1,44,4,0,39,15,1432,1219,493,376,13,115,73,93,32,41,166,153,433,227,1818,569,62,10,27,19,50,62,75,14,9,127,24,3,18,7,8,8,10,3,0,0,1,0,0,2,0,0,10,0,0,0,0,0,0,55,62,0,3,0,40,4,0,0,0,0,188,1.91,1.91,4.7
4727,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
4748,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
4815,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
4818,777,7,1,6,1,90,1,0,0,0,3,0,0,2,1,43,40,9,8,1,4,3,4,3,3,5,5,10,3,54,13,1,0,0,0,0,2,7,0,3,5,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,4,1,0,0,0,0,6,0.13,0.13,0.45
4845,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
4874,777,24,9,15,3,1050,1,0,0,0,4,0,0,4,1,442,361,132,97,13,41,13,19,2,0,69,25,104,58,752,188,13,1,31,17,5,75,37,18,10,40,2,6,44,20,12,10,22,5,0,0,2,0,0,1,0,0,4,0,0,0,0,0,0,19,17,0,3,0,13,1,0,0,0,0,99,1.15,1.15,0.2
4880,777,22,21,1,6,1794,1,1,0,0,11,1,0,16,3,886,748,183,145,14,77,36,34,13,0,88,41,167,84,1407,272,24,1,65,38,30,131,87,27,13,82,16,6,68,27,18,27,31,2,0,0,1,0,0,5,0,0,2,0,0,0,0,0,0,54,26,0,3,0,25,1,0,0,0,0,165,0.92,0.92,1.46
4930,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
4936,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
4979,777,24,1,23,1,377,0,0,0,0,3,1,1,7,1,104,81,55,41,3,3,1,27,5,0,9,25,63,48,217,118,20,1,2,2,22,23,41,0,2,14,14,0,2,1,13,7,8,1,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,3,9,0,0,0,12,0,0,0,0,0,18,0.69,0.69,0.57
4985,777,38,38,0,0,3420,0,0,0,0,0,0,0,0,0,1394,1078,118,25,1,486,173,0,0,0,118,7,143,46,1776,0,0,0,4,1,0,28,1,1,0,318,0,0,45,21,1,0,6,3,0,0,0,0,0,9,22,22,0,0,173,179,30,203,115,66,0,4,3,28,51,0,0,0,98,1,0,0.0,0.0,0.02
4999,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
5066,777,17,11,6,3,944,0,0,1,0,2,1,1,3,0,639,602,55,47,5,27,13,0,0,0,34,3,158,82,717,34,5,0,7,3,2,19,12,8,2,19,2,5,34,11,6,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,36,10,9,0,0,0,15,0,0,0,0,0,54,0.28,0.28,0.1
5067,777,38,34,4,20,2886,2,2,4,0,47,7,1,30,7,2205,1989,749,630,17,120,69,72,19,47,208,115,648,353,2661,847,94,11,54,28,62,101,145,22,27,146,34,6,34,4,21,37,22,10,0,0,5,0,0,6,0,0,19,0,0,0,0,5,5,48,79,0,1,0,30,2,0,0,0,0,262,2.71,2.71,4.11
5101,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
5140,777,38,38,0,0,3420,6,0,0,0,12,0,8,30,14,2792,2485,561,410,12,298,137,1,0,0,425,38,494,290,3261,198,71,2,22,13,1,216,78,28,2,87,1,26,275,174,60,19,18,4,0,0,1,1,0,10,0,0,3,0,0,0,0,141,123,43,41,0,3,0,53,6,0,0,0,0,352,3.77,3.77,1.44
5175,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
5178,777,27,23,4,7,2148,7,6,7,3,49,11,11,68,19,793,610,486,354,5,40,20,119,20,58,52,198,306,181,1323,912,187,15,17,12,103,60,141,4,9,81,50,1,7,8,19,10,16,1,0,0,14,0,0,4,0,0,21,0,0,0,0,0,0,20,40,0,2,0,35,6,0,1,0,0,109,8.23,7.45,5.44
5220,777,16,11,5,2,1091,0,0,0,0,4,0,2,17,4,796,672,146,78,5,154,71,4,1,0,117,25,155,72,975,63,19,1,14,10,2,66,48,18,6,43,1,12,71,46,27,15,6,1,0,0,1,0,0,4,0,0,1,0,0,0,0,4,4,24,18,0,2,0,13,0,0,0,0,0,115,0.97,0.97,0.6
5272,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
5682,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
5748,777,20,20,0,0,1800,0,0,1,1,1,0,0,0,0,540,252,108,21,0,414,127,0,0,0,109,5,32,14,762,0,0,0,0,0,0,6,3,1,0,142,0,0,29,5,2,1,1,0,0,0,0,1,0,0,0,0,0,0,86,91,15,164,70,9,0,6,5,15,37,0,0,0,77,0,0,0.0,0.0,0.0
5758,777,31,21,10,11,1852,0,0,6,1,26,4,0,14,5,731,591,234,179,9,56,12,106,33,38,86,126,118,73,1226,427,27,1,36,28,18,87,70,15,12,63,11,4,61,35,26,14,12,3,0,0,3,0,0,5,0,0,1,0,0,0,0,0,0,47,15,0,0,0,23,0,0,0,0,0,113,0.67,0.67,3.28
5793,777,34,33,1,19,2588,9,1,2,0,36,4,6,52,18,1600,1301,436,306,60,159,86,17,4,0,240,64,262,140,2128,370,67,13,90,45,23,188,169,31,50,138,13,27,73,57,54,46,36,9,1,1,5,0,0,2,0,0,9,0,0,0,0,0,0,49,80,0,3,0,31,9,0,0,0,0,355,5.44,5.44,3.17
5865,777,25,21,4,7,1862,0,0,4,1,32,5,2,24,7,1129,959,376,281,23,95,60,46,14,25,178,90,201,109,1484,355,34,13,58,36,21,129,85,18,23,94,13,14,19,22,17,25,41,0,0,0,1,0,0,2,0,0,9,0,0,0,0,0,0,32,53,0,1,0,27,0,0,0,0,0,203,1.14,1.14,3.26
5866,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
6451,777,35,35,0,0,3150,0,0,0,0,0,0,0,0,0,1204,701,237,68,0,746,252,0,0,0,237,5,87,27,1584,0,0,0,1,1,0,29,5,0,1,291,0,0,59,22,4,0,8,1,0,0,0,0,0,4,15,14,0,0,143,147,25,357,152,46,2,7,6,24,71,0,0,0,127,0,0,0.0,0.0,0.04
6593,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
6712,777,30,20,10,4,1842,0,0,0,0,18,3,1,14,6,796,687,195,158,13,59,33,48,15,0,58,50,151,92,1216,293,41,0,40,24,5,81,60,31,5,56,2,10,65,27,32,18,11,4,0,0,1,0,1,3,0,0,2,0,0,0,0,0,0,38,16,0,1,0,31,0,0,0,0,0,146,1.5,1.5,1.47
7336,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
7975,777,37,37,0,0,3330,0,0,0,0,3,0,0,0,0,1091,707,271,85,1,573,196,0,0,0,272,23,118,57,1438,0,0,1,1,1,0,25,1,1,0,305,0,0,37,10,1,0,14,1,0,0,0,0,0,19,32,32,0,0,175,184,39,130,69,47,6,0,0,33,26,0,0,0,60,0,0,0.0,0.0,0.07
8127,777,33,18,15,8,1759,1,0,0,0,12,0,1,14,4,643,502,165,102,19,58,16,15,4,0,73,33,137,81,925,189,23,1,48,25,25,94,101,27,22,64,15,8,39,26,24,31,11,7,0,1,2,1,0,1,0,0,2,0,0,0,0,0,0,35,27,0,3,0,40,1,0,0,0,0,186,0.87,0.87,0.48
